performanceid,employeeid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,envsatisfaction_text,satisfaction_text_job,satisfaction_text_rel,rating_text_self,managerrating_text,reviewyear,previous_manager_rating,days_since_last_review,id,worklifebalance_text
PR6377,AEEC-804D,2022-08-27,4,4,2,1,0,4,3,3,Satisfied,Satisfied,Dissatisfied,Meets Expectation,Meets Expectation,2022,4.0,365.0,4,Satisfied
PR3196,AF11-04C3,2019-06-30,3,3,5,2,0,2,3,3,Neutral,Neutral,Very Satisfied,Meets Expectation,Meets Expectation,2019,,,2,Dissatisfied
PR4098,AF11-04C3,2020-06-29,4,2,2,2,2,2,4,4,Satisfied,Dissatisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2020,3.0,365.0,2,Dissatisfied
PR5103,AF11-04C3,2021-06-29,3,1,4,1,0,2,4,3,Neutral,Very Dissatisfied,Satisfied,Exceeds Expectation,Meets Expectation,2021,4.0,365.0,2,Dissatisfied
PR6201,AF11-04C3,2022-06-29,4,4,3,3,0,2,3,2,Satisfied,Satisfied,Neutral,Meets Expectation,Needs Improvement,2022,3.0,365.0,2,Dissatisfied
PR1188,AF58-5D1B,2016-07-08,4,3,3,2,2,2,3,3,Satisfied,Neutral,Neutral,Meets Expectation,Meets Expectation,2016,,,2,Dissatisfied
PR1759,AF58-5D1B,2017-07-08,3,2,4,1,1,5,4,3,Neutral,Dissatisfied,Satisfied,Exceeds Expectation,Meets Expectation,2017,3.0,365.0,5,Very Satisfied
PR2428,AF58-5D1B,2018-07-08,4,2,5,1,0,4,3,3,Satisfied,Dissatisfied,Very Satisfied,Meets Expectation,Meets Expectation,2018,3.0,365.0,4,Satisfied
PR3209,AF58-5D1B,2019-07-08,2,4,4,2,0,4,4,4,Dissatisfied,Satisfied,Satisfied,Exceeds Expectation,Exceeds Expectation,2019,3.0,365.0,4,Satisfied
PR4114,AF58-5D1B,2020-07-07,5,5,3,2,1,2,3,2,Very Satisfied,Very Satisfied,Neutral,Meets Expectation,Needs Improvement,2020,4.0,365.0,2,Dissatisfied
PR5123,AF58-5D1B,2021-07-07,3,2,4,1,0,3,5,4,Neutral,Dissatisfied,Satisfied,Above And Beyond,Exceeds Expectation,2021,2.0,365.0,3,Neutral
PR6223,AF58-5D1B,2022-07-07,3,2,4,2,0,4,3,2,Neutral,Dissatisfied,Satisfied,Meets Expectation,Needs Improvement,2022,4.0,365.0,4,Satisfied
PR433,AF5D-A8C8,2014-12-20,3,2,3,3,1,4,4,4,Neutral,Dissatisfied,Neutral,Exceeds Expectation,Exceeds Expectation,2014,,,4,Satisfied
PR836,AF5D-A8C8,2015-12-20,3,4,5,1,0,5,5,5,Neutral,Satisfied,Very Satisfied,Above And Beyond,Above And Beyond,2015,4.0,365.0,5,Very Satisfied
PR1356,AF5D-A8C8,2016-12-19,5,4,5,1,0,3,4,3,Very Satisfied,Satisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2016,5.0,365.0,3,Neutral
PR1984,AF5D-A8C8,2017-12-19,5,3,4,2,1,5,5,5,Very Satisfied,Neutral,Satisfied,Above And Beyond,Above And Beyond,2017,3.0,365.0,5,Very Satisfied
PR2702,AF5D-A8C8,2018-12-19,3,2,5,3,2,3,3,2,Neutral,Dissatisfied,Very Satisfied,Meets Expectation,Needs Improvement,2018,5.0,365.0,3,Neutral
PR3531,AF5D-A8C8,2019-12-19,3,5,5,3,1,4,3,3,Neutral,Very Satisfied,Very Satisfied,Meets Expectation,Meets Expectation,2019,2.0,365.0,4,Satisfied
PR4487,AF5D-A8C8,2020-12-18,4,5,5,3,1,2,5,5,Satisfied,Very Satisfied,Very Satisfied,Above And Beyond,Above And Beyond,2020,3.0,365.0,2,Dissatisfied
PR5538,AF5D-A8C8,2021-12-18,4,4,2,3,0,5,5,4,Satisfied,Satisfied,Dissatisfied,Above And Beyond,Exceeds Expectation,2021,5.0,365.0,5,Very Satisfied
PR6666,AF5D-A8C8,2022-12-18,4,1,4,1,0,3,3,3,Satisfied,Very Dissatisfied,Satisfied,Meets Expectation,Meets Expectation,2022,4.0,365.0,3,Neutral
PR1809,AF77-0F6B,2017-08-04,5,5,3,2,0,4,5,5,Very Satisfied,Very Satisfied,Neutral,Above And Beyond,Above And Beyond,2017,,,4,Satisfied
PR2490,AF77-0F6B,2018-08-04,5,3,4,3,2,3,4,3,Very Satisfied,Neutral,Satisfied,Exceeds Expectation,Meets Expectation,2018,5.0,365.0,3,Neutral
PR3281,AF77-0F6B,2019-08-04,5,3,4,1,1,3,3,3,Very Satisfied,Neutral,Satisfied,Meets Expectation,Meets Expectation,2019,3.0,365.0,3,Neutral
PR4190,AF77-0F6B,2020-08-03,5,4,4,2,2,5,4,3,Very Satisfied,Satisfied,Satisfied,Exceeds Expectation,Meets Expectation,2020,3.0,365.0,5,Very Satisfied
PR5206,AF77-0F6B,2021-08-03,5,2,2,2,2,3,4,3,Very Satisfied,Dissatisfied,Dissatisfied,Exceeds Expectation,Meets Expectation,2021,3.0,365.0,3,Neutral
PR6310,AF77-0F6B,2022-08-03,5,2,4,2,0,4,5,4,Very Satisfied,Dissatisfied,Satisfied,Above And Beyond,Exceeds Expectation,2022,3.0,365.0,4,Satisfied
PR380,AFA8-5058,2014-08-15,4,5,5,1,3,2,3,2,Satisfied,Very Satisfied,Very Satisfied,Meets Expectation,Needs Improvement,2014,,,2,Dissatisfied
PR749,AFA8-5058,2015-08-15,5,2,3,2,3,2,3,3,Very Satisfied,Dissatisfied,Neutral,Meets Expectation,Meets Expectation,2015,2.0,365.0,2,Dissatisfied
PR1230,AFA8-5058,2016-08-14,3,3,2,3,1,5,3,3,Neutral,Neutral,Dissatisfied,Meets Expectation,Meets Expectation,2016,3.0,365.0,5,Very Satisfied
PR1818,AFA8-5058,2017-08-14,5,3,4,3,1,2,4,3,Very Satisfied,Neutral,Satisfied,Exceeds Expectation,Meets Expectation,2017,3.0,365.0,2,Dissatisfied
PR2501,AFA8-5058,2018-08-14,3,2,5,1,2,4,4,3,Neutral,Dissatisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2018,3.0,365.0,4,Satisfied
PR3296,AFA8-5058,2019-08-14,4,3,4,3,2,4,4,3,Satisfied,Neutral,Satisfied,Exceeds Expectation,Meets Expectation,2019,3.0,365.0,4,Satisfied
PR4210,AFA8-5058,2020-08-13,4,3,3,3,1,3,4,3,Satisfied,Neutral,Neutral,Exceeds Expectation,Meets Expectation,2020,3.0,365.0,3,Neutral
PR5231,AFA8-5058,2021-08-13,5,3,4,2,1,2,3,2,Very Satisfied,Neutral,Satisfied,Meets Expectation,Needs Improvement,2021,3.0,365.0,2,Dissatisfied
PR6337,AFA8-5058,2022-08-13,2,1,4,1,1,3,3,2,Dissatisfied,Very Dissatisfied,Satisfied,Meets Expectation,Needs Improvement,2022,2.0,365.0,3,Neutral
PR5288,AFC3-E23F,2021-09-02,4,4,5,2,3,2,3,3,Satisfied,Satisfied,Very Satisfied,Meets Expectation,Meets Expectation,2021,,,2,Dissatisfied
PR417,AFDF-3DA8,2014-11-09,5,4,2,2,1,3,5,5,Very Satisfied,Satisfied,Dissatisfied,Above And Beyond,Above And Beyond,2014,,,3,Neutral
PR799,AFDF-3DA8,2015-11-09,5,3,2,1,2,5,4,3,Very Satisfied,Neutral,Dissatisfied,Exceeds Expectation,Meets Expectation,2015,5.0,365.0,5,Very Satisfied
PR1309,AFDF-3DA8,2016-11-08,4,3,2,2,0,3,3,3,Satisfied,Neutral,Dissatisfied,Meets Expectation,Meets Expectation,2016,3.0,365.0,3,Neutral
PR1925,AFDF-3DA8,2017-11-08,3,4,2,1,1,2,4,3,Neutral,Satisfied,Dissatisfied,Exceeds Expectation,Meets Expectation,2017,3.0,365.0,2,Dissatisfied
PR2636,AFDF-3DA8,2018-11-08,5,4,3,1,0,4,3,2,Very Satisfied,Satisfied,Neutral,Meets Expectation,Needs Improvement,2018,3.0,365.0,4,Satisfied
PR3457,AFDF-3DA8,2019-11-08,4,3,3,3,1,2,3,2,Satisfied,Neutral,Neutral,Meets Expectation,Needs Improvement,2019,2.0,365.0,2,Dissatisfied
PR4401,AFDF-3DA8,2020-11-07,3,2,5,1,1,2,4,3,Neutral,Dissatisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2020,2.0,365.0,2,Dissatisfied
PR5442,AFDF-3DA8,2021-11-07,4,5,2,3,1,2,5,5,Satisfied,Very Satisfied,Dissatisfied,Above And Beyond,Above And Beyond,2021,3.0,365.0,2,Dissatisfied
PR6555,AFDF-3DA8,2022-11-07,5,3,5,2,1,3,3,3,Very Satisfied,Neutral,Very Satisfied,Meets Expectation,Meets Expectation,2022,5.0,365.0,3,Neutral
PR5040,AFE1-76D3,2021-06-05,3,4,4,2,1,5,3,2,Neutral,Satisfied,Satisfied,Meets Expectation,Needs Improvement,2021,,,5,Very Satisfied
PR6126,AFE1-76D3,2022-06-05,3,2,5,3,0,3,5,5,Neutral,Dissatisfied,Very Satisfied,Above And Beyond,Above And Beyond,2022,2.0,365.0,3,Neutral
PR247,B005-602F,2014-03-11,4,4,4,2,3,2,3,3,Satisfied,Satisfied,Satisfied,Meets Expectation,Meets Expectation,2014,,,2,Dissatisfied
PR557,B005-602F,2015-03-11,4,5,5,3,0,4,3,2,Satisfied,Very Satisfied,Very Satisfied,Meets Expectation,Needs Improvement,2015,3.0,365.0,4,Satisfied
PR987,B005-602F,2016-03-10,5,3,2,2,3,4,5,4,Very Satisfied,Neutral,Dissatisfied,Above And Beyond,Exceeds Expectation,2016,2.0,365.0,4,Satisfied
PR1532,B005-602F,2017-03-10,5,5,2,2,1,5,3,2,Very Satisfied,Very Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2017,4.0,365.0,5,Very Satisfied
PR2176,B005-602F,2018-03-10,5,4,5,1,1,5,5,4,Very Satisfied,Satisfied,Very Satisfied,Above And Beyond,Exceeds Expectation,2018,2.0,365.0,5,Very Satisfied
PR2913,B005-602F,2019-03-10,4,2,4,1,1,2,4,3,Satisfied,Dissatisfied,Satisfied,Exceeds Expectation,Meets Expectation,2019,4.0,365.0,2,Dissatisfied
PR3772,B005-602F,2020-03-09,3,3,3,1,1,2,3,2,Neutral,Neutral,Neutral,Meets Expectation,Needs Improvement,2020,3.0,365.0,2,Dissatisfied
PR4754,B005-602F,2021-03-09,3,4,4,2,0,5,4,4,Neutral,Satisfied,Satisfied,Exceeds Expectation,Exceeds Expectation,2021,2.0,365.0,5,Very Satisfied
PR5821,B005-602F,2022-03-09,5,3,5,1,1,5,4,3,Very Satisfied,Neutral,Very Satisfied,Exceeds Expectation,Meets Expectation,2022,4.0,365.0,5,Very Satisfied
PR100,B013-7D0C,2013-04-10,4,3,3,2,0,4,3,3,Satisfied,Neutral,Neutral,Meets Expectation,Meets Expectation,2013,,,4,Satisfied
PR281,B013-7D0C,2014-04-10,3,4,5,2,3,4,4,3,Neutral,Satisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2014,3.0,365.0,4,Satisfied
PR600,B013-7D0C,2015-04-10,4,4,2,3,2,4,4,4,Satisfied,Satisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2015,3.0,365.0,4,Satisfied
PR1036,B013-7D0C,2016-04-09,3,5,3,2,0,2,5,5,Neutral,Very Satisfied,Neutral,Above And Beyond,Above And Beyond,2016,4.0,365.0,2,Dissatisfied
PR1584,B013-7D0C,2017-04-09,4,3,2,2,1,3,4,3,Satisfied,Neutral,Dissatisfied,Exceeds Expectation,Meets Expectation,2017,5.0,365.0,3,Neutral
PR2236,B013-7D0C,2018-04-09,5,5,5,1,0,4,4,4,Very Satisfied,Very Satisfied,Very Satisfied,Exceeds Expectation,Exceeds Expectation,2018,3.0,365.0,4,Satisfied
PR2982,B013-7D0C,2019-04-09,3,5,5,2,0,4,5,4,Neutral,Very Satisfied,Very Satisfied,Above And Beyond,Exceeds Expectation,2019,4.0,365.0,4,Satisfied
PR3853,B013-7D0C,2020-04-08,4,5,4,2,0,2,5,4,Satisfied,Very Satisfied,Satisfied,Above And Beyond,Exceeds Expectation,2020,4.0,365.0,2,Dissatisfied
PR4843,B013-7D0C,2021-04-08,5,4,4,2,0,2,5,4,Very Satisfied,Satisfied,Satisfied,Above And Beyond,Exceeds Expectation,2021,4.0,365.0,2,Dissatisfied
PR5920,B013-7D0C,2022-04-08,5,3,3,2,2,4,5,5,Very Satisfied,Neutral,Neutral,Above And Beyond,Above And Beyond,2022,4.0,365.0,4,Satisfied
PR1941,B063-A2B5,2017-11-17,3,4,2,3,1,2,3,3,Neutral,Satisfied,Dissatisfied,Meets Expectation,Meets Expectation,2017,,,2,Dissatisfied
PR2651,B063-A2B5,2018-11-17,4,3,2,1,2,2,5,5,Satisfied,Neutral,Dissatisfied,Above And Beyond,Above And Beyond,2018,3.0,365.0,2,Dissatisfied
PR3473,B063-A2B5,2019-11-17,4,3,2,3,0,4,4,4,Satisfied,Neutral,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2019,5.0,365.0,4,Satisfied
PR4421,B063-A2B5,2020-11-16,3,3,4,1,0,4,4,3,Neutral,Neutral,Satisfied,Exceeds Expectation,Meets Expectation,2020,4.0,365.0,4,Satisfied
PR5466,B063-A2B5,2021-11-16,4,2,4,3,0,1,3,3,Satisfied,Dissatisfied,Satisfied,Meets Expectation,Meets Expectation,2021,3.0,365.0,1,Very Dissatisfied
PR6582,B063-A2B5,2022-11-16,1,3,1,2,1,3,4,4,Very Dissatisfied,Neutral,Very Dissatisfied,Exceeds Expectation,Exceeds Expectation,2022,3.0,365.0,3,Neutral
PR1250,B09D-DFEC,2016-09-06,5,5,3,3,1,4,5,4,Very Satisfied,Very Satisfied,Neutral,Above And Beyond,Exceeds Expectation,2016,,,4,Satisfied
PR1846,B09D-DFEC,2017-09-06,3,5,2,3,0,5,5,4,Neutral,Very Satisfied,Dissatisfied,Above And Beyond,Exceeds Expectation,2017,4.0,365.0,5,Very Satisfied
PR2538,B09D-DFEC,2018-09-06,5,4,5,2,3,4,3,3,Very Satisfied,Satisfied,Very Satisfied,Meets Expectation,Meets Expectation,2018,4.0,365.0,4,Satisfied
PR3343,B09D-DFEC,2019-09-06,3,3,3,2,3,4,5,4,Neutral,Neutral,Neutral,Above And Beyond,Exceeds Expectation,2019,3.0,365.0,4,Satisfied
PR4267,B09D-DFEC,2020-09-05,4,3,2,3,2,5,5,5,Satisfied,Neutral,Dissatisfied,Above And Beyond,Above And Beyond,2020,4.0,365.0,5,Very Satisfied
PR5294,B09D-DFEC,2021-09-05,2,1,3,3,0,4,5,5,Dissatisfied,Very Dissatisfied,Neutral,Above And Beyond,Above And Beyond,2021,5.0,365.0,4,Satisfied
PR6398,B09D-DFEC,2022-09-05,5,2,5,3,0,4,5,4,Very Satisfied,Dissatisfied,Very Satisfied,Above And Beyond,Exceeds Expectation,2022,5.0,365.0,4,Satisfied
PR5689,B0B9-19C6,2022-01-31,5,5,5,3,0,4,3,3,Very Satisfied,Very Satisfied,Very Satisfied,Meets Expectation,Meets Expectation,2022,,,4,Satisfied
PR5886,B0C2-0E3D,2022-03-27,1,2,1,1,0,4,5,4,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Above And Beyond,Exceeds Expectation,2022,,,4,Satisfied
PR1452,B0C3-E578,2017-02-02,3,5,5,1,0,2,3,2,Neutral,Very Satisfied,Very Satisfied,Meets Expectation,Needs Improvement,2017,,,2,Dissatisfied
PR2084,B0C3-E578,2018-02-02,3,4,2,2,1,4,3,2,Neutral,Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2018,2.0,365.0,4,Satisfied
PR2813,B0C3-E578,2019-02-02,4,5,4,3,2,5,5,5,Satisfied,Very Satisfied,Satisfied,Above And Beyond,Above And Beyond,2019,2.0,365.0,5,Very Satisfied
PR3662,B0C3-E578,2020-02-02,4,2,3,3,2,2,4,4,Satisfied,Dissatisfied,Neutral,Exceeds Expectation,Exceeds Expectation,2020,5.0,365.0,2,Dissatisfied
PR4632,B0C3-E578,2021-02-01,4,2,5,1,0,2,4,3,Satisfied,Dissatisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2021,4.0,365.0,2,Dissatisfied
PR5694,B0C3-E578,2022-02-01,3,2,5,2,3,4,4,3,Neutral,Dissatisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2022,3.0,365.0,4,Satisfied
PR5564,B0C8-E3DF,2021-12-24,5,2,2,2,0,5,4,3,Very Satisfied,Dissatisfied,Dissatisfied,Exceeds Expectation,Meets Expectation,2021,,,5,Very Satisfied
PR2574,B102-5713,2018-10-01,4,4,3,1,2,2,5,4,Satisfied,Satisfied,Neutral,Above And Beyond,Exceeds Expectation,2018,,,2,Dissatisfied
PR3384,B102-5713,2019-10-01,3,3,3,1,1,3,4,3,Neutral,Neutral,Neutral,Exceeds Expectation,Meets Expectation,2019,4.0,365.0,3,Neutral
PR4320,B102-5713,2020-09-30,3,2,3,3,1,3,3,3,Neutral,Dissatisfied,Neutral,Meets Expectation,Meets Expectation,2020,3.0,365.0,3,Neutral
PR5352,B102-5713,2021-09-30,4,2,5,3,0,5,4,4,Satisfied,Dissatisfied,Very Satisfied,Exceeds Expectation,Exceeds Expectation,2021,3.0,365.0,5,Very Satisfied
PR6461,B102-5713,2022-09-30,5,5,2,3,1,2,3,3,Very Satisfied,Very Satisfied,Dissatisfied,Meets Expectation,Meets Expectation,2022,4.0,365.0,2,Dissatisfied
PR2822,B122-D3D2,2019-02-04,3,2,5,2,1,3,4,4,Neutral,Dissatisfied,Very Satisfied,Exceeds Expectation,Exceeds Expectation,2019,,,3,Neutral
PR3672,B122-D3D2,2020-02-04,3,4,4,2,0,3,5,5,Neutral,Satisfied,Satisfied,Above And Beyond,Above And Beyond,2020,4.0,365.0,3,Neutral
PR4644,B122-D3D2,2021-02-03,5,4,3,1,2,2,4,4,Very Satisfied,Satisfied,Neutral,Exceeds Expectation,Exceeds Expectation,2021,5.0,365.0,2,Dissatisfied
PR5706,B122-D3D2,2022-02-03,4,4,5,2,1,4,5,5,Satisfied,Satisfied,Very Satisfied,Above And Beyond,Above And Beyond,2022,4.0,365.0,4,Satisfied
PR313,B148-55FB,2014-05-02,5,4,4,3,2,5,5,4,Very Satisfied,Satisfied,Satisfied,Above And Beyond,Exceeds Expectation,2014,,,5,Very Satisfied
PR640,B148-55FB,2015-05-02,5,4,5,3,3,3,5,4,Very Satisfied,Satisfied,Very Satisfied,Above And Beyond,Exceeds Expectation,2015,4.0,365.0,3,Neutral
PR1081,B148-55FB,2016-05-01,3,5,4,1,3,5,5,4,Neutral,Very Satisfied,Satisfied,Above And Beyond,Exceeds Expectation,2016,4.0,365.0,5,Very Satisfied
PR1635,B148-55FB,2017-05-01,3,5,3,3,2,5,4,3,Neutral,Very Satisfied,Neutral,Exceeds Expectation,Meets Expectation,2017,4.0,365.0,5,Very Satisfied
PR2294,B148-55FB,2018-05-01,4,3,4,2,0,5,4,3,Satisfied,Neutral,Satisfied,Exceeds Expectation,Meets Expectation,2018,3.0,365.0,5,Very Satisfied
PR3047,B148-55FB,2019-05-01,3,5,2,1,1,2,5,5,Neutral,Very Satisfied,Dissatisfied,Above And Beyond,Above And Beyond,2019,3.0,365.0,2,Dissatisfied
PR3930,B148-55FB,2020-04-30,3,2,2,3,2,2,3,2,Neutral,Dissatisfied,Dissatisfied,Meets Expectation,Needs Improvement,2020,5.0,365.0,2,Dissatisfied
PR4925,B148-55FB,2021-04-30,5,2,5,3,2,4,3,3,Very Satisfied,Dissatisfied,Very Satisfied,Meets Expectation,Meets Expectation,2021,2.0,365.0,4,Satisfied
PR6005,B148-55FB,2022-04-30,5,2,2,3,0,3,5,5,Very Satisfied,Dissatisfied,Dissatisfied,Above And Beyond,Above And Beyond,2022,3.0,365.0,3,Neutral
PR4383,B1BC-0011,2020-10-30,3,5,3,1,3,5,4,3,Neutral,Very Satisfied,Neutral,Exceeds Expectation,Meets Expectation,2020,,,5,Very Satisfied
PR5420,B1BC-0011,2021-10-30,5,2,3,2,0,2,5,4,Very Satisfied,Dissatisfied,Neutral,Above And Beyond,Exceeds Expectation,2021,3.0,365.0,2,Dissatisfied
PR6535,B1BC-0011,2022-10-30,4,4,5,1,0,4,5,5,Satisfied,Satisfied,Very Satisfied,Above And Beyond,Above And Beyond,2022,4.0,365.0,4,Satisfied
PR547,B1EC-849B,2015-03-06,5,3,2,3,1,5,3,2,Very Satisfied,Neutral,Dissatisfied,Meets Expectation,Needs Improvement,2015,,,5,Very Satisfied
PR976,B1EC-849B,2016-03-05,3,3,4,2,0,5,4,4,Neutral,Neutral,Satisfied,Exceeds Expectation,Exceeds Expectation,2016,2.0,365.0,5,Very Satisfied
PR1521,B1EC-849B,2017-03-05,3,5,5,2,1,4,3,3,Neutral,Very Satisfied,Very Satisfied,Meets Expectation,Meets Expectation,2017,4.0,365.0,4,Satisfied
PR2162,B1EC-849B,2018-03-05,5,3,2,3,0,4,3,3,Very Satisfied,Neutral,Dissatisfied,Meets Expectation,Meets Expectation,2018,3.0,365.0,4,Satisfied
PR2897,B1EC-849B,2019-03-05,3,5,5,1,2,5,4,3,Neutral,Very Satisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2019,3.0,365.0,5,Very Satisfied
PR3753,B1EC-849B,2020-03-04,3,4,2,3,1,4,3,2,Neutral,Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2020,3.0,365.0,4,Satisfied
PR4734,B1EC-849B,2021-03-04,5,4,3,1,0,4,5,4,Very Satisfied,Satisfied,Neutral,Above And Beyond,Exceeds Expectation,2021,2.0,365.0,4,Satisfied
PR5802,B1EC-849B,2022-03-04,4,4,4,1,2,4,3,2,Satisfied,Satisfied,Satisfied,Meets Expectation,Needs Improvement,2022,4.0,365.0,4,Satisfied
PR1821,B24C-18BF,2017-08-15,3,5,4,3,2,2,3,2,Neutral,Very Satisfied,Satisfied,Meets Expectation,Needs Improvement,2017,,,2,Dissatisfied
PR2505,B24C-18BF,2018-08-15,5,4,4,3,1,3,3,2,Very Satisfied,Satisfied,Satisfied,Meets Expectation,Needs Improvement,2018,2.0,365.0,3,Neutral
PR3301,B24C-18BF,2019-08-15,4,4,3,1,0,5,3,3,Satisfied,Satisfied,Neutral,Meets Expectation,Meets Expectation,2019,2.0,365.0,5,Very Satisfied
PR4218,B24C-18BF,2020-08-14,3,5,2,3,0,3,4,4,Neutral,Very Satisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2020,3.0,365.0,3,Neutral
PR3348,B268-1642,2019-09-11,5,3,5,3,0,2,4,4,Very Satisfied,Neutral,Very Satisfied,Exceeds Expectation,Exceeds Expectation,2019,,,2,Dissatisfied
PR4275,B268-1642,2020-09-10,3,2,2,3,1,3,4,4,Neutral,Dissatisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2020,4.0,365.0,3,Neutral
PR5302,B268-1642,2021-09-10,5,5,5,2,0,2,4,4,Very Satisfied,Very Satisfied,Very Satisfied,Exceeds Expectation,Exceeds Expectation,2021,4.0,365.0,2,Dissatisfied
PR6408,B268-1642,2022-09-10,5,3,2,2,0,4,4,4,Very Satisfied,Neutral,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2022,4.0,365.0,4,Satisfied
PR1474,B2D6-A355,2017-02-12,4,4,2,3,0,5,3,2,Satisfied,Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2017,,,5,Very Satisfied
PR2109,B2D6-A355,2018-02-12,5,3,2,3,3,2,4,3,Very Satisfied,Neutral,Dissatisfied,Exceeds Expectation,Meets Expectation,2018,2.0,365.0,2,Dissatisfied
PR2840,B2D6-A355,2019-02-12,5,2,3,2,2,2,4,3,Very Satisfied,Dissatisfied,Neutral,Exceeds Expectation,Meets Expectation,2019,3.0,365.0,2,Dissatisfied
PR3693,B2D6-A355,2020-02-12,4,2,5,1,0,2,5,5,Satisfied,Dissatisfied,Very Satisfied,Above And Beyond,Above And Beyond,2020,3.0,365.0,2,Dissatisfied
PR4665,B2D6-A355,2021-02-11,5,2,3,3,1,5,3,3,Very Satisfied,Dissatisfied,Neutral,Meets Expectation,Meets Expectation,2021,5.0,365.0,5,Very Satisfied
PR5728,B2D6-A355,2022-02-11,5,2,3,3,0,2,4,4,Very Satisfied,Dissatisfied,Neutral,Exceeds Expectation,Exceeds Expectation,2022,3.0,365.0,2,Dissatisfied
PR902,B303-8962,2016-01-29,3,2,3,3,2,4,5,4,Neutral,Dissatisfied,Neutral,Above And Beyond,Exceeds Expectation,2016,,,4,Satisfied
PR1440,B303-8962,2017-01-28,3,3,5,2,2,3,4,3,Neutral,Neutral,Very Satisfied,Exceeds Expectation,Meets Expectation,2017,4.0,365.0,3,Neutral
PR2069,B303-8962,2018-01-28,3,4,2,1,2,4,4,4,Neutral,Satisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2018,3.0,365.0,4,Satisfied
PR2797,B303-8962,2019-01-28,3,5,3,3,1,3,4,4,Neutral,Very Satisfied,Neutral,Exceeds Expectation,Exceeds Expectation,2019,4.0,365.0,3,Neutral
PR3646,B303-8962,2020-01-28,3,4,4,3,1,3,3,3,Neutral,Satisfied,Satisfied,Meets Expectation,Meets Expectation,2020,4.0,365.0,3,Neutral
PR4614,B303-8962,2021-01-27,5,5,2,3,0,4,5,5,Very Satisfied,Very Satisfied,Dissatisfied,Above And Beyond,Above And Beyond,2021,3.0,365.0,4,Satisfied
PR5675,B303-8962,2022-01-27,4,4,2,2,0,3,4,3,Satisfied,Satisfied,Dissatisfied,Exceeds Expectation,Meets Expectation,2022,5.0,365.0,3,Neutral
PR1960,B312-7192,2017-11-29,4,4,2,1,0,2,3,2,Satisfied,Satisfied,Dissatisfied,Meets Expectation,Needs Improvement,2017,,,2,Dissatisfied
PR2673,B312-7192,2018-11-29,5,5,2,1,1,5,5,5,Very Satisfied,Very Satisfied,Dissatisfied,Above And Beyond,Above And Beyond,2018,2.0,365.0,5,Very Satisfied
PR3501,B312-7192,2019-11-29,4,5,5,2,1,2,4,3,Satisfied,Very Satisfied,Very Satisfied,Exceeds Expectation,Meets Expectation,2019,5.0,365.0,2,Dissatisfied
PR4450,B312-7192,2020-11-28,4,3,1,1,2,4,3,2,Satisfied,Neutral,Very Dissatisfied,Meets Expectation,Needs Improvement,2020,3.0,365.0,4,Satisfied
PR5497,B312-7192,2021-11-28,5,2,5,3,1,5,3,3,Very Satisfied,Dissatisfied,Very Satisfied,Meets Expectation,Meets Expectation,2021,2.0,365.0,5,Very Satisfied
PR6620,B312-7192,2022-11-28,3,3,4,2,1,4,5,4,Neutral,Neutral,Satisfied,Above And Beyond,Exceeds Expectation,2022,3.0,365.0,4,Satisfied
PR1405,B340-5AD2,2017-01-13,4,3,3,1,0,5,5,4,Satisfied,Neutral,Neutral,Above And Beyond,Exceeds Expectation,2017,,,5,Very Satisfied
PR2035,B340-5AD2,2018-01-13,5,5,2,2,3,5,4,4,Very Satisfied,Very Satisfied,Dissatisfied,Exceeds Expectation,Exceeds Expectation,2018,4.0,365.0,5,Very Satisfied
PR2758,B340-5AD2,2019-01-13,3,5,4,1,1,5,5,5,Neutral,Very Satisfied,Satisfied,Above And Beyond,Above And Beyond,2019,4.0,365.0,5,Very Satisfied
PR3602,B340-5AD2,2020-01-13,5,3,3,3,1,5,5,4,Very Satisfied,Neutral,Neutral,Above And Beyond,Exceeds Expectation,2020,5.0,365.0,5,Very Satisfied
PR4567,B340-5AD2,2021-01-12,5,2,4,3,0,2,3,3,Very Satisfied,Dissatisfied,Satisfied,Meets Expectation,Meets Expectation,2021,4.0,365.0,2,Dissatisfied
